date,precipitation,precipitation_normal
19770104,0.69,0.63
19770105,0.90,0.79
19770106,0.90,0.96
19770107,0.90,1.14
19770108,0.90,1.32
19770109,0.90,1.50
19770110,0.95,1.68
19770111,1.00,1.85
19770112,1.58,2.01
19770113,1.58,2.17
19770114,1.58,2.32
19770115,1.58,2.47
19770116,1.58,2.60
19770117,1.58,2.73
19770118,1.58,2.86
19770119,1.58,2.99
19770120,1.58,3.12
19770121,1.58,3.26
19770122,1.58,3.38
19770123,1.58,3.50
19770124,1.58,3.62
19770125,1.58,3.73
19770126,1.58,3.84
19770127,1.58,3.95
19770128,1.58,4.06
19770129,1.58,4.16
19770130,1.58,4.26
19770131,1.71,4.36
19770201,1.71,4.49
19770202,1.71,4.61
19770203,1.71,4.74
19770204,1.71,4.85
19770205,1.71,4.96
19770206,1.71,5.07
19770207,1.71,5.19
19770208,1.75,5.30
19770209,1.75,5.41
19770210,1.75,5.52
19770211,1.75,5.62
19770212,1.75,5.72
19770213,1.75,5.82
19770214,1.75,5.93
19770215,1.75,6.03
19770216,1.75,6.13
19770217,1.75,6.23
19770218,1.75,6.33
19770219,1.75,6.44
19770220,1.84,6.54
19770221,2.59,6.64
19770222,2.78,6.75
19770223,3.10,6.85
19770224,3.24,6.96
19770225,3.29,7.07
19770226,3.35,7.17
19770227,3.43,7.28
19770228,3.56,7.39
19770301,3.58,7.49
19770302,3.67,7.59
19770303,3.83,7.69
19770304,3.83,7.79
19770305,3.83,7.88
19770306,3.83,7.97
19770307,3.88,8.06
19770308,3.94,8.14
19770309,4.70,8.23
19770310,4.70,8.33
19770311,4.70,8.42
19770312,4.76,8.52
19770313,4.77,8.62
19770314,4.77,8.72
19770315,4.77,8.83
