date,min,max,normal_min,normal_max
19600205,40.0,57.0,33.3,52.0
19600206,41.0,54.0,33.3,52.2
19600207,45.0,55.0,33.3,52.5
19600208,40.0,54.0,33.4,52.7
19600209,38.0,48.0,33.4,52.9
19600210,33.0,52.0,33.5,53.2
19600211,31.0,50.0,33.5,53.4
19600212,31.0,61.0,33.6,53.6
19600213,34.0,49.0,33.7,53.9
19600214,39.0,52.0,33.7,54.1
19600215,39.0,56.0,33.8,54.3
19600216,26.0,54.0,33.9,54.6
19600217,25.0,51.0,34.0,54.8
19600218,35.0,45.0,34.0,55.0
19600219,30.0,47.0,34.1,55.3
19600220,26.0,54.0,34.2,55.5
19600221,31.0,50.0,34.3,55.7
19600222,26.0,50.0,34.4,55.9
19600223,22.0,54.0,34.5,56.2
19600224,23.0,57.0,34.6,56.4
19600225,39.0,55.0,34.8,56.6
19600226,26.0,48.0,34.9,56.8
19600227,19.0,52.0,35.0,57.0
19600228,19.0,54.0,35.1,57.2
19600229,20.0,58.0,35.2,57.3
19600301,23.0,47.0,35.3,57.4
19600302,33.0,45.0,35.4,57.6
19600303,37.0,54.0,35.5,57.8
19600304,34.0,57.0,35.7,57.9
19600305,43.0,54.0,35.8,58.1
19600306,46.0,62.0,35.9,58.3
19600307,37.0,60.0,36.1,58.4
19600308,35.0,54.0,36.2,58.6
19600309,34.0,47.0,36.3,58.7
19600310,28.0,53.0,36.5,58.8
19600311,37.0,50.0,36.6,59.0
19600312,38.0,50.0,36.7,59.1
19600313,35.0,54.0,36.9,59.2
19600314,30.0,53.0,37.0,59.3
19600315,33.0,54.0,37.1,59.4
19600316,36.0,63.0,37.3,59.5
19600317,35.0,74.0,37.4,59.6
19600318,35.0,77.0,37.5,59.7
19600319,37.0,81.0,37.6,59.8
19600320,39.0,81.0,37.8,59.9
19600321,38.0,80.0,37.9,60.0
19600322,42.0,80.0,38.0,60.1
19600323,41.0,81.0,38.1,60.2
19600324,40.0,80.0,38.2,60.3
19600325,39.0,78.0,38.3,60.4
19600326,49.0,63.0,38.4,60.5
19600327,41.0,60.0,38.5,60.6
19600328,37.0,53.0,38.6,60.7
19600329,44.0,60.0,38.7,60.8
19600330,37.0,50.0,38.8,60.9
19600331,38.0,44.0,38.9,61.0
19600401,40.0,58.0,39.0,61.2
19600402,47.0,73.0,39.1,61.3
19600403,42.0,77.0,39.2,61.5
19600404,44.0,83.0,39.4,61.6
19600405,48.0,77.0,39.5,61.8
19600406,45.0,71.0,39.6,62.0
19600407,41.0,75.0,39.7,62.2
19600408,42.0,70.0,39.8,62.4
19600409,42.0,54.0,39.9,62.6
19600410,33.0,66.0,40.0,62.8
19600411,38.0,57.0,40.2,63.1
19600412,36.0,59.0,40.3,63.3
19600413,36.0,70.0,40.4,63.6
19600414,35.0,53.0,40.6,63.8
19600415,37.0,52.0,40.7,64.1
19600416,28.0,64.0,40.9,64.4
19600417,41.0,56.0,41.1,64.7
19600418,46.0,56.0,41.2,65.0
19600419,44.0,59.0,41.4,65.3
19600420,43.0,65.0,41.6,65.7
19600421,35.0,47.0,41.7,66.0
19600422,29.0,53.0,41.9,66.3
19600423,33.0,57.0,42.1,66.7
19600424,35.0,60.0,42.3,67.0
19600425,41.0,56.0,42.5,67.4
19600426,35.0,63.0,42.7,67.7
19600427,43.0,64.0,42.9,68.1
19600428,36.0,61.0,43.1,68.5
19600429,44.0,70.0,43.4,68.8
19600430,37.0,65.0,43.6,69.2
19600501,47.0,60.0,43.8,69.5
19600502,44.0,65.0,44.0,69.9
19600503,44.0,57.0,44.2,70.2
19600504,41.0,60.0,44.5,70.6
19600505,35.0,73.0,44.7,70.9
19600506,44.0,75.0,44.9,71.3
19600507,43.0,65.0,45.1,71.6
19600508,41.0,76.0,45.4,71.9
19600509,43.0,84.0,45.6,72.2
19600510,46.0,80.0,45.8,72.5
19600511,47.0,81.0,46.0,72.8
19600512,47.0,62.0,46.2,73.1
19600513,44.0,65.0,46.4,73.4
19600514,37.0,66.0,46.6,73.7
19600515,41.0,64.0,46.8,74.0
19600516,43.0,63.0,47.0,74.2
19600517,43.0,59.0,47.2,74.4
19600518,41.0,63.0,47.4,74.7
19600519,35.0,74.0,47.6,74.9
19600520,40.0,57.0,47.8,75.1
19600521,37.0,56.0,48.0,75.3
19600522,35.0,54.0,48.1,75.6
19600523,38.0,57.0,48.3,75.8
19600524,43.0,64.0,48.5,76.0
19600525,46.0,57.0,48.6,76.2
19600526,49.0,64.0,48.8,76.3
19600527,42.0,72.0,49.0,76.5
